Latitude	Longitude	Group
48.11196	-100.88374	03465
42.59951	-73.07019	05299
40.70879	-83.01559	06947
47.92426	-101.00896	00161
38.15716	-84.39398	07544
35.08887	-102.61168	00418
35.31271	-99.06905	01772
44.17902	-94.98866	03279
38.65918	-98.71673	00394
44.91852	-96.85001	00123
40.10693	-78.73173	02797
42.70115	-98.82099	00164
48.73916	-102.48839	00201
44.52908	-96.35316	00185
46.27852	-99.72151	00668
42.52682	-72.95586	06241
36.39905	-100.92335	00255
41.79430	-101.64250	00225
44.17213	-97.44356	00220
45.41988	-103.68832	00020
39.56759	-94.30889	04239
43.73308	-82.94201	05258
43.72705	-94.94621	00524
36.51354	-102.33006	02355
41.22521	-89.20184	04670
47.47577	-93.00233	07082
36.49636	-81.17312	06481
41.87771	-77.88612	07215
35.08590	-86.12679	06271
36.90171	-100.23058	01476
46.94827	-99.10281	01408
38.47421	-79.66525	05969
40.57628	-86.04198	05292
35.93392	-93.19043	05075
36.55835	-99.71226	02005
41.13339	-82.55822	06391
42.32826	-79.47010	05260
44.75249	-96.60810	00192
44.59341	-96.63390	00036
35.47627	-99.19843	02344
41.09428	-90.25815	04603
42.54690	-100.90918	00269
36.65035	-101.65786	01720
46.42630	-68.93266	03825
41.19331	-97.62042	00315
48.81916	-98.20495	01059
46.01483	-96.18938	04044
37.45242	-96.88745	02934
38.62764	-87.47015	06878
42.23326	-74.71265	04142
34.85518	-104.05164	00625
42.31925	-98.60197	00318
36.60339	-102.09331	01721
39.97975	-86.77280	04985
43.53030	-99.10800	00270
36.41629	-100.67086	00215
40.47922	-88.00201	04468
43.37351	-96.39741	00955
45.26804	-92.19376	05496
35.85876	-99.87728	02129
42.65786	-100.78677	00245
37.64824	-100.40179	00150
42.86167	-95.87161	00649
43.63448	-93.49004	02307
42.56804	-90.16903	05042
43.44145	-94.00092	02591
36.88986	-80.24148	05970
42.60354	-70.75378	07277
37.07436	-101.60745	07853
42.60936	-74.60439	04403
37.24612	-98.00029	03193
39.42146	-88.35448	06068
37.91069	-75.67614	05223
45.32775	-93.48572	07148
39.33594	-89.33336	05779
34.87070	-98.62725	00014
38.27431	-96.66174	00762
40.64054	-88.22569	04181
43.01492	-95.80708	00748
46.78027	-89.52715	06752
36.84887	-102.34332	01826
42.37001	-98.02586	00146
41.68296	-89.16904	03902
43.16665	-96.72639	00260
43.73940	-95.71277	00186
39.08442	-76.21633	06812
35.50631	-99.41885	01438
36.92543	-82.91305	04562
45.33335	-104.41732	00002
41.65529	-85.50835	05136
42.11704	-75.09981	05551
42.42855	-98.35970	00181
41.83484	-101.26820	00160
42.90184	-72.79827	04916
42.65041	-70.64347	05549
41.65509	-98.57417	00174
41.85857	-75.43480	07300
37.08094	-96.74899	02404
39.73353	-87.81503	05695
40.55453	-88.78883	04366
41.39020	-85.92464	05730
43.35221	-72.00758	05662
42.70101	-95.93484	01047
43.75007	-88.30433	04360
43.08939	-93.70612	02322
43.86077	-82.77320	04547
44.42895	-96.46159	00058
40.77540	-82.63721	05748
35.48601	-101.25375	00034
41.47399	-99.74703	01658
44.79948	-70.77192	00196
47.56099	-100.59242	01268
35.88790	-94.23933	04281
41.92191	-97.76038	00022
46.88309	-102.21889	00157
40.55353	-84.62148	06658
38.12335	-96.36871	00295
46.25420	-103.37208	00302
44.12896	-87.87229	04663
45.20015	-103.94975	00286
47.06887	-68.78445	06496
41.32298	-87.26971	05322
47.44551	-102.93110	00003
44.78303	-70.53503	02746
42.02279	-80.26604	07078
44.36261	-87.93023	04596
43.88006	-97.15948	00114
46.80341	-87.80064	06383
40.01656	-89.89611	05460
42.91650	-95.57537	01367
41.46959	-99.83095	00786
41.37971	-82.81429	05961
41.25551	-82.77477	05470
40.52121	-78.52798	06112
47.98074	-101.25167	00326
36.50032	-100.68321	00365
43.68955	-72.66107	04373
35.01077	-103.30197	00280
42.84237	-99.47846	00177
46.20420	-102.94290	00285
42.59117	-97.49242	00050
47.48449	-102.52307	00426
40.66489	-97.96421	01149
40.25663	-86.98483	04555
42.61448	-78.75906	05910
39.87066	-94.43137	03786
40.52393	-87.15732	05098
42.67308	-87.92038	05387
39.96675	-95.88021	01278
41.49810	-86.14087	05862
39.90480	-86.56772	05056
46.18682	-68.48105	05195
39.87515	-87.58884	05770
42.26569	-79.63022	05194
41.92551	-101.43456	00110
42.63107	-98.42776	00070
39.56950	-83.72565	06849
43.20529	-92.57981	02995
41.53593	-86.95342	05764
43.46450	-95.16924	01296
40.61955	-82.71181	05296
43.72303	-93.26706	02510
35.87883	-94.35131	03975
44.34406	-99.61266	00320
43.23011	-95.58809	00415
40.85691	-90.59329	05463
42.57253	-93.64284	02443
46.55480	-67.83305	06167
39.74889	-85.43412	05996
41.09117	-102.91106	01752
44.43299	-99.39770	00141
42.28230	-102.14443	00039
43.72046	-97.77138	01867
44.18034	-85.28894	06552
42.43482	-95.07482	01533
44.81734	-93.99471	05023
48.84354	-106.31829	00170
40.84559	-76.16357	06516
41.13552	-84.78215	05857
40.78295	-88.23928	04367
44.97482	-103.62015	00206
39.30338	-75.21371	07829
42.34063	-74.60355	02305
42.77214	-77.37345	04752
38.73977	-96.80977	01332
41.52551	-71.00121	05593
39.03355	-75.38542	07232
42.42586	-72.96736	06279
41.61521	-76.49411	07146
45.00238	-70.31773	00006
44.77482	-92.25032	05424
38.72554	-99.65723	00439
43.06878	-96.04161	00951
34.93369	-98.26782	02399
43.86377	-93.22363	02511
35.28838	-102.31471	00117
41.13551	-103.39418	00791
43.07956	-96.32827	01095
41.24720	-89.69314	04474
41.97432	-71.76257	07842
40.25627	-79.08472	05151
48.70290	-98.42685	02682
41.85498	-97.61899	00086
44.39919	-99.05042	00275
44.01861	-93.07187	02098
41.68567	-81.05739	06429
47.66899	-97.87455	01269
36.40665	-101.31471	00540
44.88434	-85.91473	06034
43.22333	-72.14748	04791
41.14030	-89.60917	04519
42.81690	-100.28698	00180
33.87061	-102.79196	03247
42.70426	-73.04475	03069
35.84441	-102.08806	00711
39.79090	-95.60512	02813
39.20787	-78.66110	05020
46.86269	-87.95877	06033
40.51680	-77.79308	06325
34.96035	-102.72340	00366
44.12996	-95.43747	00291
40.36243	-79.22205	05401
43.50460	-95.58257	00789
41.73601	-88.96774	04635
37.66484	-100.27248	00062
37.39595	-102.51469	01322
41.04839	-87.09224	05744
36.73769	-99.73918	01029
38.97094	-78.01078	04748
41.57130	-94.68404	00667
44.13689	-94.26006	04490
39.61238	-96.88589	00961
40.98806	-87.15088	05538
42.97918	-75.13435	05439
44.65991	-96.37450	00169
43.67543	-92.67477	01031
36.98536	-99.17268	01209
43.98771	-72.79544	02997
34.10575	-98.05498	04345
35.28481	-97.91202	02400
43.63343	-92.49044	01032
44.47876	-89.38655	07054
42.27553	-95.34830	00398
44.37645	-95.39836	02914
34.87106	-102.02295	00137
43.42807	-100.52039	00308
41.20815	-88.69215	04241
45.62619	-103.77795	00397
38.06402	-99.49052	00445
41.91599	-97.66956	00047
44.07500	-87.78102	05249
46.91719	-102.28642	00782
36.05510	-98.71295	02407
37.78081	-98.62838	01449
39.60057	-89.80273	05466
45.50148	-102.12912	00406
45.05693	-99.95248	00428
35.68234	-100.89766	00056
41.91160	-70.58656	06049
41.04909	-88.61602	04140
44.93581	-70.52723	00584
41.09601	-103.28828	00692
35.64890	-100.14642	00416
40.35521	-83.71333	05221
37.96129	-100.60107	00504
41.41528	-94.73701	01571
44.98292	-70.92888	04751
36.82562	-80.38615	05790
41.29733	-82.88677	05383
43.60433	-94.26186	02775
43.53980	-72.01185	05592
41.83023	-83.74041	06513
35.37755	-100.95570	00093
44.75968	-94.00558	04760
42.00952	-95.18017	00552
43.46420	-92.52267	01729
44.08389	-95.14353	00037
42.43550	-99.67018	00176
42.68402	-73.29634	01562
39.48503	-75.28233	07817
38.77840	-95.48713	03150
43.79520	-97.13357	00159
42.67215	-89.59550	05182
37.54128	-99.90195	00189
41.16685	-97.23587	00316
42.05280	-101.69344	00096
40.88250	-101.34504	01417
43.57461	-96.28423	01655
43.93548	-93.31697	02302
44.34255	-96.16557	00354
44.27700	-96.21774	00233
44.41768	-101.27666	00544
41.91840	-97.91640	00017
39.54112	-83.51384	07176
44.97366	-71.31001	04481
42.91661	-71.81108	06006
43.66921	-92.37505	01793
40.74781	-88.61719	04604
45.11901	-92.22643	04934
41.78042	-89.31299	04398
38.02798	-100.36212	00362
43.52861	-94.26571	02539
34.60050	-95.10564	02459
44.79406	-97.77686	00400
46.62849	-102.37429	00290
34.98288	-104.23114	00387
44.89936	-94.87041	03709
45.08186	-70.39568	04793
47.05561	-101.68892	00332
39.91310	-78.88914	02148
40.88774	-72.57455	06524
39.94960	-79.02229	05440
41.83077	-84.71664	06455
43.83543	-92.40265	01841
40.72980	-78.28276	06322
44.05374	-96.05425	00097
35.22163	-85.96309	06693
41.75050	-75.45894	06119
42.05363	-101.96529	00103
46.48341	-103.02238	00031
43.56553	-94.42500	02536
39.23808	-101.07931	01330
42.06361	-80.00477	07504
46.63442	-97.82540	02949
35.32627	-102.51208	00571
41.39933	-85.29382	05498
37.59944	-96.53831	00751
41.15656	-89.01052	04556
43.63951	-88.49507	04515
40.45643	-86.53804	05293
